,Unnamed: 0,cast,genres,movie_id,original_title,plot,poster

588,588,"['Michael Douglas', 'Shia LaBeouf', 'Josh Brolin']","['Drama', 'Crime']",33909,wall street: money never sleeps,"As the global economy teeters on the brink of disaster, a young Wall Street trader partners with disgraced former Wall Street corporate raider Gordon Gekko on a two tiered mission: To alert the financial community to the coming doom, and to find out who was responsible for the death of the young trader's mentor. ",https://m.media-amazon.com/images/M/MV5BMTU5MDEzMzYwMF5BMl5BanBnXkFtZTcwNTcwMjUxMw@@._V1_QL75_UY300_CR1.jpg

589,589,"['Luke Evans', 'Sarah Gadon', 'Dominic Cooper']","['Horror', 'Action', 'Drama']",49017,dracula untold,"Vlad Tepes is a great hero, but when he learns the Sultan is preparing for battle and needs to form an army of 1,https://dummyimage.com/203x300/000/fff.jpg00 boys, including Vlad's son, he vows to find a way to protect his family. Vlad turns to dark forces in order to get the power to destroy his enemies and agrees to go from hero to monster as he's turned into the mythological vampire Dracula. ",https://m.media-amazon.com/images/M/MV5BMTkzNzI1OTI4N15BMl5BanBnXkFtZTgwNTQ2NzEwMjE@._V1_QL75_UY300_CR1.jpg

590,590,"['Denzel Washington', 'Annette Bening', 'Bruce Willis']","['Drama', 'Action', 'Thriller']",9882,the siege,The secret US abduction of a suspected terrorist leads to a wave of terrorist attacks in New York that lead to the declaration of martial law. ,https://m.media-amazon.com/images/M/MV5BNDg5YTgzYzQtYmYxMC00ZTJhLWEzMTgtYzM3ZWU3ODBkNDQ5XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UY300_CR1.jpg

591,591,"['Claire Danes', 'Charlie Cox', 'Michelle Pfeiffer']","['Adventure', 'Fantasy', 'Romance']",2270,stardust,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm. His journey takes him into a world beyond his wildest dreams and reveals his true identity. ",https://m.media-amazon.com/images/M/MV5BMjkyMTE1OTYwNF5BMl5BanBnXkFtZTcwMDIxODYzMw@@._V1_QL75_UY300_CR1.jpg

592,592,"['Brad Pitt', 'Jamyang Jamtsho Wangchuk', 'David Thewlis']","['Adventure', 'Drama', 'History']",978,seven years in tibet,"Austrian mountaineer, Heinrich Harrer journeys to the Himalayas without his family to head an expedition in 1939. But when World War II breaks out, the arrogant Harrer falls into Allied forces' hands as a prisoner of war. He escapes with a fellow detainee and makes his way to Llaso, Tibet, where he meets the 14-year-old Dalai Lama, whose friendship ultimately transforms his outlook on life. ",https://m.media-amazon.com/images/M/MV5BYTNkMDMxMDMtMDlhNi00MzQxLTk4NTAtODc0YTFmNGVlNDAyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UY300_CR1.jpg

593,593,"['Kevin James', 'Vince Vaughn', 'Winona Ryder']","['Comedy', 'Drama']",44564,the dilemma,"Longtime friends Ronny and Nick are partners in an auto-design firm. They are hard at work on a presentation for a dream project that would really launch their company. Then Ronny spots Nick's wife out with another man, and in the process of investigating the possible affair, he learns that Nick has a few secrets of his own. As the presentation nears, Ronny agonizes over what might happen if the truth gets out. ",https://m.media-amazon.com/images/M/MV5BMzg3MDUwMTI1OV5BMl5BanBnXkFtZTcwNzY0NDIxNA@@._V1_QL75_UY300_CR1.jpg

594,594,"['Anthony Hopkins', 'Chris Rock', 'Peter Stormare']","['Action', 'Adventure', 'Comedy']",3132,bad company,"When a Harvard-educated CIA agent is killed during an operation, the secret agency recruits his twin brother. ",https://m.media-amazon.com/images/M/MV5BMjE3MTA5MTcwNl5BMl5BanBnXkFtZTYwMDMwNzI3._V1_QL75_UY300_CR1.jpg

595,595,"['Dwayne Johnson', 'Karl Urban', 'Rosamund Pike']","['Adventure', 'Action', 'Horror']",8814,doom,"A team of space marines known as the Rapid Response Tactical Squad, led by Sarge, is sent to a science facility on Mars after somebody reports a security breach. There, they learn that the alert came after a test subject, a mass murderer purposefully injected with alien DNA, broke free and began killing people. Dr. Grimm, who is related to team member Reaper, informs them all that the chromosome can mutate humans into monsters -- and is highly infectious. ",https://m.media-amazon.com/images/M/MV5BZWMxZWMxOTktYjU1Yi00ZmQyLTk0NzctYmM0MmU1YmYwZjc5XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UY300_CR1.jpg

596,596,"['Eddie Murphy', 'Owen Wilson', 'Famke Janssen']","['Action', 'Adventure', 'Comedy']",8427,i spy,"When the Switchblade, the most sophisticated prototype stealth fighter created yet, is stolen from the U.S. government, one of the United States' top spies, Alex Scott, is called to action. What he doesn't expect is to get teamed up with a cocky civilian, World Class Boxing Champion Kelly Robinson, on a dangerous top secret espionage mission. Their assignment: using equal parts skill and humor, catch Arnold Gundars, one of the world's most successful arms dealers. ",https://m.media-amazon.com/images/M/MV5BN2YzMzc1MDUtYzE0OS00MWQwLWI0MTEtNWU1ZWM2NTI2NGIyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY300_CR1.jpg

597,597,"['Kate Beckinsale', 'Stephen Rea', 'Michael Ealy']","['Fantasy', 'Action', 'Horror']",52520,underworld: awakening,"After being held in a coma-like state for fifteen years, vampire Selene learns that she has a fourteen-year-old vampire/Lycan hybrid daughter named Nissa, and when she finds her, they must stop BioCom from creating super Lycans that will kill them all. ",https://m.media-amazon.com/images/M/MV5BNWQ5MGZmMWYtZjQ0MC00YzZhLWFiNGQtZmRjN2I2NzQyZGM2XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UY300_CR1.jpg

598,598,"['Julianne Hough', 'Diego Boneta', 'Tom Cruise']","['Comedy', 'Drama', 'Music']",80585,rock of ages,"A small town girl and a city boy meet on the Sunset Strip, while pursuing their Hollywood dreams. ",https://m.media-amazon.com/images/M/MV5BMTg2NDQyODAzNF5BMl5BanBnXkFtZTcwMTg5MDA3Nw@@._V1_QL75_UY300_CR1.jpg

599,599,"['Bruce Willis', 'Colin Farrell', 'Terrence Howard']","['Drama', 'War']",10592,hart's war,"Fourth-generation Army Col. William McNamara is imprisoned in a brutal German POW camp. Still, as the senior-ranking American officer, he commands his fellow inmates, keeping a sense of honor alive in a place where honor is easy to destroy, all under the dangerous eye of the Luftwafe vetran Col. Wilhelm Visser. Never giving up the fight to win the war, McNamara is silently planning, waiting for his moment to strike back at the enemy. A murder in the camp gives him the chance to set a risky plan in motion. With a court martial to keep Visser and the Germans distracted, McNamara orchestrates a cunning scheme to escape and destroy a nearby munitions plant, enlisting the unwitting help of young Lt. Tommy Hart. Together with his men, McNamara uses a hero's resolve to carry out his mission, ultimately forced to weigh the value of his life against the good of his country. ",https://m.media-amazon.com/images/M/MV5BMTYzMDg5ODQ1OF5BMl5BanBnXkFtZTYwMjc2Nzc5._V1_QL75_UY300_CR1.jpg

600,600,"['Jason Statham', 'Clive Owen', 'Robert De Niro']","['Action', 'Adventure', 'Thriller']",49021,killer elite,"Based on a shocking true story, Killer Elite pits two of the world’s most elite operatives—Danny, an ex-special ops agent and Hunter, his longtime mentor—against the cunning leader of a secret military society. Covering the globe from Australia to Paris, London and the Middle East, Danny and Hunter are plunged into a highly dangerous game of cat and mouse—where the predators become the prey. ",https://m.media-amazon.com/images/M/MV5BMTc4MDAxMjAzNV5BMl5BanBnXkFtZTcwNTY3ODg3NQ@@._V1_QL75_UY300_CR1.jpg

601,601,"['Chris Klein', 'LL Cool J', 'Rebecca Romijn']","['Action', 'Science Fiction', 'Thriller']",11535,rollerball,"From the director of Die Hard comes this high-octane thriller that roars along at a breakneck pace (Los Angeles Times)! Starring Chris Klein (American Pie), Jean Reno (Ronin), LL Cool J (Charlie's Angels) and Rebecca Romijn-Stamos (X-Men), Rollerball goes full-throttle with excitement from its death-defying opening until its explosive end! Jonathan Cross (Klein) is the newest recruit in the most extreme sport of all time where his fast moves and killer looks make him an instant superstar. But Cross life in the fast lane collides with reality when he learns that the league's owner (Reno) is orchestrating serious on-court accidents to boost ratings. Now Cross plans to take down the owner and his ruthless sport before the game puts an end to him! ",https://m.media-amazon.com/images/M/MV5BZjcwNjgxZjItNjQ0Ni00OGJhLWIwYTItYmI5MGQ3MzE0ZjNiXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY300_CR1.jpg

602,602,"['Antonio Banderas', 'Lucy Liu', 'Gregg Henry']","['Action', 'Adventure', 'Thriller']",10550,ballistic: ecks vs. sever,"Jonathan Ecks, an FBI agent, realizes that he must join with his lifelong enemy, Agent Sever, a rogue DIA agent with whom he is in mortal combat, in order to defeat a common enemy. That enemy has developed a ""micro-device"" that can be injected into victims in order to kill them at will. ",https://m.media-amazon.com/images/M/MV5BMTkwMDk0OTcyMF5BMl5BanBnXkFtZTYwNzcxMDg5._V1_QL75_UY300_CR1.jpg

603,603,"['Morgan Freeman', 'Christian Slater', 'Randy Quaid']",['Thriller'],11258,hard rain,"Get swept up in the action as an armored car driver (Christian Slater) tries to elude a gang of thieves (led by Morgan Freeman) while a flood ravages the countryside. Hard Rain is ""a wild, thrilling, chilling action ride"" filled with close calls, uncertain loyalties and heart-stopping heroics. ",https://m.media-amazon.com/images/M/MV5BZTM5OGJkOGYtYWEyNy00MGI2LWI2NTctYTE0MTEyMTc3MmU5XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UY300_CR1.jpg

604,604,"['Chris Rock', 'Laurence Fishburne', 'David Hyde Pierce']","['Adventure', 'Animation', 'Action']",12610,osmosis jones,"A policeman white blood cell, with the help of a cold pill, must stop a deadly virus from destroying the human they live in, Frank. ",https://m.media-amazon.com/images/M/MV5BMTk5NTg2NzM0OV5BMl5BanBnXkFtZTYwNTk5Mjg5._V1_QL75_UY300_CR1.jpg

605,605,"['Lea Michele', 'Dan Aykroyd', 'Patrick Stewart']","['Animation', 'Music', 'Family']",59981,legends of oz: dorothy's return,"Dorothy wakes up in post-tornado Kansas, only to be whisked back to Oz to try to save her old friends the Scarecrow, the Lion, the Tin Man and Glinda from a devious new villain, the Jester. Wiser the owl, Marshal Mallow, China Princess and Tugg the tugboat join Dorothy on her latest magical journey through the colorful landscape of Oz to restore order and happiness to Emerald City. ",https://m.media-amazon.com/images/M/MV5BMTQ0Nzg3ODc1NF5BMl5BanBnXkFtZTgwNTYzNjQzMTE@._V1_QL75_UY300_CR1.jpg

606,606,"['Chris Hemsworth', 'Leehom Wang', 'Tang Wei']","['Crime', 'Drama', 'Mystery']",201088,blackhat,A man is released from prison to help American and Chinese authorities pursue a mysterious cyber criminal. The dangerous search leads them from Chicago to Hong Kong. ,https://m.media-amazon.com/images/M/MV5BMTg1NDUyMzk5NV5BMl5BanBnXkFtZTgwOTk1NzUxMzE@._V1_QL75_UY300_CR1.jpg

607,607,"['Jude Law', 'Gwyneth Paltrow', 'Giovanni Ribisi']","['Mystery', 'Action', 'Thriller']",5137,sky captain and the world of tomorrow,"When gigantic robots attack New York City, ""Sky Captain"" uses his private air force to fight them off. His ex-girlfriend, reporter Polly Perkins, has been investigating the recent disappearance of prominent scientists. Suspecting a link between the global robot attacks and missing men, Sky Captain and Polly decide to work together. They fly to the Himalayas in pursuit of the mysterious Dr. Totenkopf, the mastermind behind the robots. ",https://m.media-amazon.com/images/M/MV5BMTM0NDQzMDA1NF5BMl5BanBnXkFtZTcwNTU3ODAzMw@@._V1_QL75_UY300_CR1.jpg

608,608,"['Sharon Stone', 'David Morrissey', 'Charlotte Rampling']","['Crime', 'Mystery', 'Thriller']",3093,basic instinct 2,"Novelist Catherine Tramell is once again in trouble with the law, and Scotland Yard appoints psychiatrist Dr. Michael Glass to evaluate her. Though, like Detective Nick Curran before him, Glass is entranced by Tramell and lured into a seductive game. ",https://m.media-amazon.com/images/M/MV5BMTkzNzM3ODY3Nl5BMl5BanBnXkFtZTcwNzMyNDcyNA@@._V1_QL75_UY300_CR1.jpg

609,609,"['Sylvester Stallone', 'Arnold Schwarzenegger', 'Jim Caviezel']","['Action', 'Thriller']",107846,escape plan,"Ray Breslin is the world's foremost authority on structural security. After analyzing every high security prison and learning a vast array of survival skills so he can design escape-proof prisons, his skills are put to the test. He's framed and incarcerated in a master prison he designed himself. He needs to escape and find the person who put him behind bars. ",https://m.media-amazon.com/images/M/MV5BMTk3OTcxMTEyNl5BMl5BanBnXkFtZTcwMDQ4MjQ2OQ@@._V1_QL75_UY300_CR1.jpg

610,610,"['Kellan Lutz', 'Liam McIntyre', 'Gaia Weiss']","['Action', 'Adventure']",188207,the legend of hercules,"In Ancient Greece 1200 B.C., a queen succumbs to the lust of Zeus to bear a son promised to overthrow the tyrannical rule of the king and restore peace to a land in hardship. But this prince, Hercules, knows nothing of his real identity or his destiny. He desires only one thing: the love of Hebe, Princess of Crete, who has been promised to his own brother. When Hercules learns of his greater purpose, he must choose: to flee with his true love or to fulfill his destiny and become the true hero of his time. The story behind one of the greatest myths is revealed in this action-packed epic - a tale of love, sacrifice and the strength of the human spirit. ",https://m.media-amazon.com/images/M/MV5BYzJjZDkxMDgtZDBkNC00ZGJlLTk0NzgtZDhjZGIxZDAzZDY2XkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_QL75_UY300_CR1.jpg

611,611,"['Ben Affleck', 'Morgan Freeman', 'James Cromwell']","['Thriller', 'Action', 'Drama']",4614,the sum of all fears,"When the president of Russia suddenly dies, a man whose politics are virtually unknown succeeds him. The change in political leaders sparks paranoia among American CIA officials, so CIA director Bill Cabot recruits a young analyst to supply insight and advice on the situation. Then the unthinkable happens: a nuclear bomb explodes in a U.S. city, and America is quick to blame the Russians. ",https://m.media-amazon.com/images/M/MV5BZmFiZDkyYWQtMGNkZi00YmZkLThjNzAtY2U1YTVmYmNlNThmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY300_CR1.jpg

612,612,"['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner']","['Adventure', 'Fantasy', 'Drama']",24021,the twilight saga: eclipse,"Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob, knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella is confronted with the most important decision of her life. ",https://m.media-amazon.com/images/M/MV5BNDMwNjAzNzYwOF5BMl5BanBnXkFtZTcwMDY5NzcyMw@@._V1_QL75_UY300_CR1.jpg

613,613,"['Robert De Niro', 'Edward Norton', 'Marlon Brando']","['Action', 'Crime', 'Thriller']",11371,the score,An aging thief hopes to retire and live off his ill-gotten wealth when a young kid convinces him into doing one last heist. ,https://m.media-amazon.com/images/M/MV5BZDNjYmY1ZDEtM2I3YS00MDhmLTk5NDYtYzU5MTA4ZjIyYzJiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY300_CR1.jpg

614,614,"['Steve Carell', 'Jason Segel', 'Russell Brand']","['Animation', 'Family']",20352,despicable me,"Villainous Gru lives up to his reputation as a despicable, deplorable and downright unlikable guy when he hatches a plan to steal the moon from the sky. But he has a tough time staying on task after three orphans land in his care. ",https://m.media-amazon.com/images/M/MV5BMTY3NjY0MTQ0Nl5BMl5BanBnXkFtZTcwMzQ2MTc0Mw@@._V1_QL75_UY300_CR1.jpg

615,615,"['Wesley Snipes', 'Woody Harrelson', 'Jennifer Lopez']","['Action', 'Comedy', 'Crime']",11517,money train,"A vengeful New York transit cop decides to steal a trainload of subway fares; his foster brother, a fellow cop, tries to protect him. ",https://m.media-amazon.com/images/M/MV5BNjc3YjQwNGEtODI4Ny00MzgyLWEyMWYtNzMyMjk0MmI4YjY1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UY300_CR1.jpg

616,616,"['Mark Wahlberg', 'Seth MacFarlane', 'Amanda Seyfried']",['Comedy'],214756,ted 2,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law. ",https://m.media-amazon.com/images/M/MV5BMjEwMDg3MDk1NF5BMl5BanBnXkFtZTgwNjYyODA1NTE@._V1_QL75_UY300_CR1.jpg

617,617,"['Rachel Weisz', 'Max Minghella', 'Oscar Isaac']","['Adventure', 'Drama', 'History']",26428,agora,"A historical drama set in Roman Egypt, concerning philosopher Hypatia of Alexandria and her relationship with her slave Davus, who is torn between his love for her and the possibility of gaining his freedom by joining the rising tide of Christianity. ",https://m.media-amazon.com/images/M/MV5BOThmZGM4OWQtZTk5Zi00YmFlLTg5MWQtNzNlNDc0OTdjNjdmXkEyXkFqcGdeQXVyMTAwMzUyMzUy._V1_QL75_UY300_CR1.jpg

618,618,"['Ben Stiller', 'Geoffrey Rush', 'Claire Forlani']","['Adventure', 'Fantasy', 'Action']",9824,mystery men,"When Captain Amazing (Kinnear) is kidnapped by Casanova Frankenstein (Rush) a group of superheroes combine together to create a plan. But these aren't normal superheroes. Now, the group who include such heroes as Mr. Furious (Stiller), The Shoveller (Macy) and The Blue Raja (Azaria) must put all the powers together to save everyone they know and love. ",https://m.media-amazon.com/images/M/MV5BYjZhZmY4NDctNWU5Mi00MGI0LTkzMGUtMjRiZWM2MTdiNjBkXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UY300_CR1.jpg

619,619,"['Owen Wilson', 'Jason Sudeikis', 'Jenna Fischer']",['Comedy'],48988,hall pass,"When best buds Rick and Fred begin to show signs of restlessness at home, their wives take a bold approach to revitalize their marriages: they grant the guys a ""hall pass"", one week of freedom to do whatever they want. At first, it seems like a dream come true, but they quickly discover that their expectations of the single life - and themselves - are completely and hilariously out of sync with reality. ",https://m.media-amazon.com/images/M/MV5BMTc4MzIxNTYwNl5BMl5BanBnXkFtZTcwNzE4MjE0NA@@._V1_QL75_UY300_CR1.jpg

620,620,"['Al Pacino', 'Russell Crowe', 'Christopher Plummer']","['Drama', 'Thriller']",9008,the insider,"Tells the true story of a 60 Minutes television series exposé of the tobacco industry, as seen through the eyes of a real tobacco executive, Jeffrey Wigand ",https://m.media-amazon.com/images/M/MV5BODg0YjAzNDQtOGFkMi00Yzk2LTg1NzYtYTNjY2UwZTM2ZDdkL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY300_CR1.jpg

621,621,"['Chris Pine', 'Casey Affleck', 'Ben Foster']","['Action', 'Drama', 'History']",300673,the finest hours,The Coast Guard makes a daring rescue attempt off the coast of Cape Cod after a pair of oil tankers are destroyed during a blizzard in 1952. ,https://m.media-amazon.com/images/M/MV5BNTY1MDU1NzYzN15BMl5BanBnXkFtZTgwOTA0MDQyNzE@._V1_QL75_UY300_CR1.jpg

622,622,"['Leonardo DiCaprio', 'Russell Crowe', 'Mark Strong']","['Action', 'Drama', 'Thriller']",12113,body of lies,"The CIA’s hunt is on for the mastermind of a wave of terrorist attacks. Roger Ferris is the agency’s man on the ground, moving from place to place, scrambling to stay ahead of ever-shifting events. An eye in the sky – a satellite link – watches Ferris.  At the other end of that real-time link is the CIA’s Ed Hoffman, strategizing events from thousands of miles away. And as Ferris nears the target, he discovers trust can be just as dangerous as it is necessary for survival. ",https://m.media-amazon.com/images/M/MV5BMTgzOTY3MTM0OV5BMl5BanBnXkFtZTcwNjc5MTI5MQ@@._V1_QL75_UY300_CR1.jpg

623,623,"['Steve Carell', 'Paul Rudd', 'Stephanie Szostak']",['Comedy'],38778,dinner for schmucks,"Rising executive Tim Wagner works for a boss who hosts a monthly dinner in which the guest who brings the biggest buffoon gets a career-boost. Tim plans on not attending until he meets Barry, a man who builds dioramas using stuffed mice. Barry's blundering but good intentions send Tim's life into a downward spiral, threatening a major business deal and possibly scuttling Tim's engagement to his fiancee. ",https://m.media-amazon.com/images/M/MV5BOTk5MTYzNTIyMl5BMl5BanBnXkFtZTcwOTM3MTQ2Mw@@._V1_QL75_UY300_CR1.jpg

624,624,"['Benjamin Walker', 'Dominic Cooper', 'Anthony Mackie']","['Action', 'Fantasy', 'Horror']",72331,abraham lincoln: vampire hunter,"President Lincoln's mother is killed by a supernatural creature, which fuels his passion to crush vampires and their slave-owning helpers. ",https://m.media-amazon.com/images/M/MV5BNjY2Mzc0MDA4NV5BMl5BanBnXkFtZTcwOTg5OTcxNw@@._V1_QL75_UY300_CR1.jpg

625,625,"['Sean Connery', 'Catherine Zeta-Jones', 'Will Patton']","['Romance', 'Drama', 'Mystery']",1844,entrapment,"Two thieves, who travel in elegant circles, try to outsmart each other and, in the process, end up falling in love. ",https://m.media-amazon.com/images/M/MV5BODgyMmE3YWQtNDE4Yy00ODExLThmNDUtYmM4ZTk2ZTVjNDEzL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_QL75_UY300_CR1.jpg

626,626,"['David Duchovny', 'Gillian Anderson', 'Mitch Pileggi']","['Mystery', 'Science Fiction', 'Thriller']",846,the x files,"Mulder and Scully, now taken off the FBI's X Files cases, must find a way to fight the shadowy elements of the government to find out the truth about a conspiracy that might mean the alien colonization of Earth. ",https://m.media-amazon.com/images/M/MV5BZDA0MmM4YzUtMzYwZC00OGI2LWE0ODctNzNhNTkwN2FmNTVhXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UY300_CR1.jpg

627,627,"['Colin Firth', 'Ben Kingsley', 'Aishwarya Rai Bachchan']","['Action', 'Adventure', 'Fantasy']",9703,the last legion,"As the Roman empire crumbles, young Romulus Augustus flees the city and embarks on a perilous voyage to Britain to track down a legion of supporters. ",https://m.media-amazon.com/images/M/MV5BNmJhOTMyMTMtMDc0Yi00YTg2LWE0MWUtYWY0OTBmZTMzMmU2XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UY300_CR1.jpg

628,628,"['Tom Hanks', 'Matt Damon', 'Vin Diesel']","['Drama', 'History', 'War']",857,saving private ryan,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home. ",https://m.media-amazon.com/images/M/MV5BZjhkMDM4MWItZTVjOC00ZDRhLThmYTAtM2I5NzBmNmNlMzI1XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_QL75_UY300_CR1.jpg

629,629,"['Aaron Paul', 'Dominic Cooper', 'Imogen Poots']","['Action', 'Crime', 'Drama']",136797,need for speed,"The film revolves around a local street-racer who partners with a rich and arrogant business associate, only to find himself framed by his colleague and sent to prison. After he gets out, he joins a New York-to-Los Angeles race to get revenge. But when the ex-partner learns of the scheme, he puts a massive bounty on the racer's head, forcing him to run a cross-country gauntlet of illegal racers in all manner of supercharged vehicles. ",https://m.media-amazon.com/images/M/MV5BMTQ3ODY4NzYzOF5BMl5BanBnXkFtZTgwNjI3OTE4MDE@._V1_QL75_UY300_CR1.jpg

630,630,"['Helen Hunt', 'Mel Gibson', 'Marisa Tomei']","['Comedy', 'Romance']",3981,what women want,"Advertising executive Nick Marshall is as cocky as they come, but what happens to a chauvinistic guy when he can suddenly hear what women are thinking? Nick gets passed over for a promotion, but after an accident enables him to hear women's thoughts, he puts his newfound talent to work against Darcy, his new boss, who seems to be infatuated with him. ",https://m.media-amazon.com/images/M/MV5BZjUyZWE5YmMtNDA2ZC00NzFlLTg0MzktOTgzYjA2ZWE3NmIwXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UY300_CR1.jpg

631,631,"['Ray Romano', 'John Leguizamo', 'Denis Leary']","['Animation', 'Comedy', 'Family']",425,ice age,"With the impending ice age almost upon them, a mismatched trio of prehistoric critters – Manny the woolly mammoth, Diego the saber-toothed tiger and Sid the giant sloth – find an orphaned infant and decide to return it to its human parents. Along the way, the unlikely allies become friends but, when enemies attack, their quest takes on far nobler aims. ",https://m.media-amazon.com/images/M/MV5BOGEwMTQyMDktMWUwZC00MzExLTg1MGMtYWJiNWNhMzIyMGU5XkEyXkFqcGdeQXVyOTYyMTY2NzQ@._V1_QL75_UY300_CR1.jpg

632,632,"['Morgan Freeman', 'Thomas Jane', 'Jason Lee']","['Drama', 'Horror', 'Science Fiction']",6171,dreamcatcher,"Four boyhood pals perform a heroic act and are changed by the powers they gain in return. Years later, on a hunting trip in the Maine woods, they're overtaken by a vicious blizzard that harbors an ominous presence. Challenged to stop an alien force, the friends must first prevent the slaughter of innocent civilians by a military vigilante ... and then overcome a threat to the bond that unites the four of them. ",https://m.media-amazon.com/images/M/MV5BMTRkYzMwMDctNmU4Ni00NGMyLTliMDEtM2U2ZmY1ZjMyY2Y1XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_QL75_UY300_CR1.jpg

633,633,"['Daniel Day-Lewis', 'Sally Field', 'David Strathairn']","['History', 'Drama']",72976,lincoln,"A revealing drama that focuses on the 16th President's tumultuous final months in office. In a nation divided by war and the strong winds of change, Lincoln pursues a course of action designed to end the war, unite the country and abolish slavery. With the moral courage and fierce determination to succeed, his choices during this critical moment will change the fate of generations to come. ",https://m.media-amazon.com/images/M/MV5BMTQzNzczMDUyNV5BMl5BanBnXkFtZTcwNjM2ODEzOA@@._V1_QL75_UY300_CR1.jpg

634,634,"['Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss']","['Action', 'Science Fiction']",603,the matrix,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth. ",https://m.media-amazon.com/images/M/MV5BNzQzOTk3OTAtNDQ0Zi00ZTVkLWI0MTEtMDllZjNkYzNjNTc4L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UY300_CR1.jpg

635,635,"['Tom Hanks', 'Bill Paxton', 'Kevin Bacon']",['Drama'],568,apollo 13,"The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1971, risking the lives of astronaut Jim Lovell and his crew, with the failed journey turning into a thrilling saga of heroism. Drifting more than 200,https://dummyimage.com/203x300/000/fff.jpg00 miles from Earth, the astronauts work furiously with the ground crew to avert tragedy. ",https://m.media-amazon.com/images/M/MV5BMjc4MzZlNmQtN2ZlOS00OGQzLWI5YjEtNDQ2YmZlN2FjNTIxXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UY300_CR1.jpg

636,636,"['Tim Allen', 'Elizabeth Mitchell', 'David Krumholtz']","['Fantasy', 'Comedy', 'Family']",9021,the santa clause 2,"Better watch out! The big guy in red is coming to town once again. This time, Scott Calvin -- also known as Santa Claus -- finds out there's an obscure clause in his contract requiring him to take on a wife. He has to leave the North Pole to fulfill his obligations, or else he'll be forced to give up his Yuletide gig. ",https://m.media-amazon.com/images/M/MV5BNjU0Njk5MTA2Nl5BMl5BanBnXkFtZTYwODkzMzQ3._V1_QL75_UY300_CR1.jpg

637,637,"['Hugh Jackman', 'Russell Crowe', 'Anne Hathaway']","['Drama', 'Music', 'Romance']",82695,les misérables,"An adaptation of the successful stage musical based on Victor Hugo's classic novel set in 19th-century France, in which a paroled prisoner named Jean Valjean seeks redemption. ",https://m.media-amazon.com/images/M/MV5BMTQ4NDI3NDg4M15BMl5BanBnXkFtZTcwMjY5OTI1OA@@._V1_QL75_UY300_CR1.jpg

638,638,"['Tom Hanks', 'Meg Ryan', 'Katie Sagona']","['Comedy', 'Romance']",9489,you've got mail,"Book superstore magnate, Joe Fox and independent book shop owner, Kathleen Kelly fall in love in the anonymity of the Internet – both blissfully unaware that he's putting her out of business. ",https://m.media-amazon.com/images/M/MV5BZTcxNzgzZjMtYzZiZC00MmE1LTg3MzQtZDAxMTYyZWE4MDNhL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY300_CR1.jpg

